PRODUCT,SALESYEAR,LIFECYCLE,STATE,RELEASE_YEAR,DISEASE_RESISTANCE,INSECT_RESISTANCE,PROTECTION,DROUGHT_TOLERANCE,BRITTLE_STALK,PLANT_HEIGHT,RELATIVE_MATURITY,UNITS
P156,2023,EXPANSION,Iowa,2016,0,0,1,2,5,2,4,15.1
P159,2023,ESTABLISHED,Iowa,2017,0,0,1,2,5,2,4,9
P167,2023,ESTABLISHED,Iowa,2018,0,0,1,4,4,4,4,5.7
P177,2023,INTRODUCTION,Iowa,2020,0,0,1,2,4,3,4,0
P193,2023,ESTABLISHED,Iowa,2017,0,0,1,2,5,3,4,3.5
P195,2023,INTRODUCTION,Iowa,2020,0,0,1,2,5,3,4,2.1
P201,2023,EXPANSION,Iowa,2019,0,0,1,3,4,3,4,12.6
P228,2023,PHASEOUT,Iowa,2018,0,0,1,3,3,4,5,0
P230,2023,EXPANSION,Iowa,2019,0,0,1,3,5,3,5,0.2
P246,2023,PHASEOUT,Iowa,2016,0,0,1,3,4,1,1,0
P297,2023,ESTABLISHED,Iowa,2017,0,0,1,3,5,3,3,0
P320,2023,INTRODUCTION,Iowa,2020,0,0,1,2,3,3,3,0.1
P11,2024,ESTABLISHED,Iowa,2018,0,0,1,4,4,2,3,0.9
P12,2024,EXPANSION,Iowa,2018,0,0,1,4,4,2,3,0.6
P26,2024,ESTABLISHED,Iowa,2014,0,0,1,5,3,1,3,3.7
P29,2024,ESTABLISHED,Iowa,2020,0,0,1,4,4,2,3,2.8
P30,2024,ESTABLISHED,Iowa,2020,0,0,1,4,4,2,3,0.2
P32,2024,EXPANSION,Iowa,2018,0,0,1,3,4,1,3,1.2
P33,2024,PHASEOUT,Iowa,2018,0,0,1,3,4,1,3,0
P43,2024,EXPANSION,Iowa,2021,0,0,1,2,4,3,3,5.2
P44,2024,INTRODUCTION,Iowa,2022,0,0,1,3,4,2,3,0.3
P45,2024,INTRODUCTION,Iowa,2022,0,0,1,4,4,2,3,2.2
P49,2024,PHASEOUT,Iowa,2014,0,0,1,5,4,1,3,0
P51,2024,PHASEOUT,Iowa,2019,0,0,1,1,3,3,3,0.7
P53,2024,ESTABLISHED,Iowa,2017,0,0,1,5,4,1,4,13.2
P56,2024,PHASEOUT,Iowa,2017,0,0,1,4,4,1,4,1.9
P61,2024,ESTABLISHED,Iowa,2018,0,0,1,4,2,2,4,0
P69,2024,INTRODUCTION,Iowa,2022,0,0,1,4,4,3,4,7.3
P76,2024,EXPANSION,Iowa,2021,0,0,1,3,5,3,4,25.8
P82,2024,ESTABLISHED,Iowa,2020,0,0,1,3,4,3,4,23.5
P85,2024,ESTABLISHED,Iowa,2019,0,0,1,2,5,4,4,0.6
P87,2024,ESTABLISHED,Iowa,2020,0,0,1,2,4,3,4,55.2
P89,2024,ESTABLISHED,Iowa,2018,0,0,1,2,5,3,4,0.1
P90,2024,PHASEOUT,Iowa,2017,0,0,1,3,5,4,4,0.3
P92,2024,INTRODUCTION,Iowa,2022,0,0,1,3,4,2,4,1.7
P93,2024,EXPANSION,Iowa,2020,0,0,1,5,3,3,4,0.2
P96,2024,EXPANSION,Iowa,2021,0,0,1,2,4,3,4,90.4
P97,2024,INTRODUCTION,Iowa,2022,0,0,1,2,4,3,4,13.8
P104,2024,PHASEOUT,Iowa,2018,0,0,1,2,4,2,4,3.1
P107,2024,PHASEOUT,Iowa,2017,0,0,1,3,3,2,4,0.9
P110,2024,EXPANSION,Iowa,2018,0,0,1,3,4,3,4,0.4
P118,2024,ESTABLISHED,Iowa,2012,0,0,1,5,5,2,4,1.6
P120,2024,EXPANSION,Iowa,2021,0,0,1,3,4,3,4,31.3
P121,2024,EXPANSION,Iowa,2021,0,0,1,3,4,2,4,2.7
P124,2024,PHASEOUT,Iowa,2019,0,0,1,3,4,1,4,47.5
P125,2024,ESTABLISHED,Iowa,2019,0,0,1,3,4,1,4,27.4
P127,2024,PHASEOUT,Iowa,2013,0,0,1,2,3,3,4,3.6
P131,2024,INTRODUCTION,Iowa,2022,0,0,1,3,3,3,4,26.1
P132,2024,PHASEOUT,Iowa,2019,0,0,1,2,3,2,4,0.9
P134,2024,ESTABLISHED,Iowa,2020,0,0,1,2,2,3,4,3.4
P136,2024,PHASEOUT,Iowa,2017,0,0,1,5,4,2,4,5.9
P140,2024,EXPANSION,Iowa,2021,0,0,1,,5,2,4,0
P141,2024,ESTABLISHED,Iowa,2020,0,0,1,2,4,3,4,0.1
P146,2024,INTRODUCTION,Iowa,2022,0,0,1,4,4,2,4,30.8
P149,2024,INTRODUCTION,Iowa,2022,0,0,0,2,3,3,4,0.1
P151,2024,INTRODUCTION,Iowa,2022,0,0,1,5,4,3,4,0.3
P155,2024,PHASEOUT,Iowa,2019,0,0,1,2,4,3,4,1.2
P156,2024,PHASEOUT,Iowa,2016,0,0,1,2,5,2,4,3.6
P159,2024,PHASEOUT,Iowa,2017,0,0,1,2,5,2,4,3
P167,2024,PHASEOUT,Iowa,2018,0,0,1,4,4,4,4,3.5
P175,2024,INTRODUCTION,Iowa,2022,0,0,1,,5,4,4,0
P178,2024,ESTABLISHED,Iowa,2021,0,0,1,5,4,2,4,3.6
P183,2024,INTRODUCTION,Iowa,2022,0,0,1,2,3,2,4,0
P184,2024,INTRODUCTION,Iowa,2022,0,0,1,2,3,2,4,5.1
P193,2024,PHASEOUT,Iowa,2017,0,0,1,2,5,3,4,1.2
P195,2024,PHASEOUT,Iowa,2020,0,0,1,2,5,3,4,0.6
P198,2024,INTRODUCTION,Iowa,2022,0,0,1,4,4,2,4,1.4
P201,2024,PHASEOUT,Iowa,2019,0,0,1,3,4,3,4,9.4
P202,2024,EXPANSION,Iowa,2021,0,1,1,2,3,3,4,2.3
P209,2024,ESTABLISHED,Iowa,2020,0,0,1,1,4,4,4,0
P211,2024,EXPANSION,Iowa,2021,0,1,1,3,4,3,4,8.1
P215,2024,INTRODUCTION,Iowa,2022,0,0,1,3,3,4,4,3
P218,2024,ESTABLISHED,Iowa,2016,0,0,1,4,3,5,5,0
P228,2024,EXPANSION,Iowa,2018,0,0,1,3,3,4,5,0
P230,2024,PHASEOUT,Iowa,2019,0,0,1,3,5,3,5,0.1
P285,2024,ESTABLISHED,Iowa,2020,0,0,1,3,5,2,2,0
P297,2024,PHASEOUT,Iowa,2017,0,0,1,3,5,3,3,0
P320,2024,ESTABLISHED,Iowa,2020,0,0,1,2,3,3,3,0
P334,2024,EXPANSION,Iowa,2021,0,0,1,3,4,3,3,0.1
P335,2024,EXPANSION,Iowa,2021,0,0,1,3,4,3,3,0.1
P11,2025,PHASEOUT,Iowa,2018,0,0,1,4,4,2,3,0.6
P12,2025,PHASEOUT,Iowa,2018,0,0,1,4,4,2,3,0
P26,2025,PHASEOUT,Iowa,2014,0,0,1,5,3,1,3,0.7
P28,2025,INTRODUCTION,Iowa,2023,1,0,1,3,4,2,3,1.5
P29,2025,PHASEOUT,Iowa,2020,0,0,1,4,4,2,3,0.7
P32,2025,PHASEOUT,Iowa,2018,0,0,1,3,4,1,3,0.2
P36,2025,EXPANSION,Iowa,2022,0,0,1,3,3,3,3,0.1
P38,2025,EXPANSION,Iowa,2022,0,0,1,3,3,3,3,0
P43,2025,PHASEOUT,Iowa,2021,0,0,1,2,4,3,3,3.9
P44,2025,PHASEOUT,Iowa,2022,0,0,1,3,4,2,3,0
P46,2025,EXPANSION,Iowa,2022,1,0,1,4,4,2,3,1.3
P49,2025,PHASEOUT,Iowa,2014,0,0,1,5,4,1,3,0.1
P53,2025,PHASEOUT,Iowa,2017,0,0,1,5,4,1,4,3.5
P56,2025,PHASEOUT,Iowa,2017,0,0,1,4,4,1,4,0.4
P75,2025,INTRODUCTION,Iowa,2023,1,0,1,4,4,3,4,12.8
P76,2025,EXPANSION,Iowa,2021,0,0,1,3,5,3,4,47.8
P82,2025,PHASEOUT,Iowa,2020,0,0,1,3,4,3,4,6.7
P83,2025,INTRODUCTION,Iowa,2023,1,0,1,4,5,2,4,17.6
P87,2025,PHASEOUT,Iowa,2020,0,0,1,2,4,3,4,44.6
P92,2025,PHASEOUT,Iowa,2022,0,0,1,3,4,2,4,0.8
P96,2025,ESTABLISHED,Iowa,2021,0,0,1,2,4,3,4,88.2
P97,2025,PHASEOUT,Iowa,2022,0,0,1,2,4,3,4,0.5
P101,2025,INTRODUCTION,Iowa,2023,1,0,1,4,5,2,4,9
P104,2025,PHASEOUT,Iowa,2018,0,0,1,2,4,2,4,1.7
P110,2025,PHASEOUT,Iowa,2018,0,0,1,3,4,3,4,0
P118,2025,ESTABLISHED,Iowa,2012,0,0,1,5,5,2,4,1.1
P120,2025,PHASEOUT,Iowa,2021,0,0,1,3,4,3,4,23.7
P121,2025,PHASEOUT,Iowa,2021,0,0,1,3,4,2,4,1.7
P124,2025,ESTABLISHED,Iowa,2019,0,0,1,3,4,1,4,37
P125,2025,PHASEOUT,Iowa,2019,0,0,1,3,4,1,4,17.6
P127,2025,PHASEOUT,Iowa,2013,0,0,1,2,3,3,4,2.2
P131,2025,EXPANSION,Iowa,2022,0,0,1,3,3,3,4,43
P134,2025,PHASEOUT,Iowa,2020,0,0,1,2,2,3,4,1.3
P136,2025,PHASEOUT,Iowa,2017,0,0,1,5,4,2,4,2.5
P140,2025,EXPANSION,Iowa,2021,0,0,1,,5,2,4,0.1
P146,2025,EXPANSION,Iowa,2022,0,0,1,4,4,2,4,52.7
P151,2025,PHASEOUT,Iowa,2022,0,0,1,5,4,3,4,0.1
P155,2025,PHASEOUT,Iowa,2019,0,0,1,2,4,3,4,0.3
P156,2025,PHASEOUT,Iowa,2016,0,0,1,2,5,2,4,0
P159,2025,ESTABLISHED,Iowa,2017,0,0,1,2,5,2,4,0.3
P164,2025,INTRODUCTION,Iowa,2023,1,0,1,3,4,3,4,9.9
P165,2025,INTRODUCTION,Iowa,2023,0,0,1,3,4,3,4,1
P166,2025,INTRODUCTION,Iowa,2023,1,0,1,3,4,3,4,9.3
P167,2025,ESTABLISHED,Iowa,2018,0,0,1,4,4,4,4,2.1
P175,2025,EXPANSION,Iowa,2022,0,0,1,,5,4,4,0.2
P178,2025,PHASEOUT,Iowa,2021,0,0,1,5,4,2,4,1.6
P183,2025,EXPANSION,Iowa,2022,0,0,1,2,3,2,4,7.7
P184,2025,EXPANSION,Iowa,2022,0,0,1,2,3,2,4,15.1
P191,2025,INTRODUCTION,Iowa,2023,0,0,0,2,3,4,4,0
P193,2025,PHASEOUT,Iowa,2017,0,0,1,2,5,3,4,0
P195,2025,PHASEOUT,Iowa,2020,0,0,1,2,5,3,4,0.1
P198,2025,ESTABLISHED,Iowa,2022,0,0,1,4,4,2,4,0.1
P201,2025,PHASEOUT,Iowa,2019,0,0,1,3,4,3,4,6.6
P202,2025,PHASEOUT,Iowa,2021,0,1,1,2,3,3,4,1
P207,2025,INTRODUCTION,Iowa,2023,1,0,1,4,4,2,4,11.8
P211,2025,EXPANSION,Iowa,2021,0,1,1,3,4,3,4,14.7
P215,2025,EXPANSION,Iowa,2022,0,0,1,3,3,4,4,4
P219,2025,ESTABLISHED,Iowa,2016,0,0,1,4,3,5,5,0.1
P230,2025,EXPANSION,Iowa,2019,0,0,1,3,5,3,5,0.1
P277,2025,EXPANSION,Iowa,2022,0,0,1,3,3,2,2,0
P11,2021,EXPANSION,Illinois,2018,0,0,1,4,4,2,3,0.1
P12,2021,EXPANSION,Illinois,2018,0,0,1,4,4,2,3,0.7
P14,2021,PHASEOUT,Illinois,2013,0,0,1,5,3,1,3,0.4
P15,2021,PHASEOUT,Illinois,2015,0,0,1,5,3,1,3,0.4
P22,2021,PHASEOUT,Illinois,2016,0,0,1,5,2,1,3,0.1
P23,2021,ESTABLISHED,Illinois,2016,0,0,1,5,2,1,3,2.8
P26,2021,ESTABLISHED,Illinois,2014,0,0,1,5,3,1,3,0.4
P33,2021,ESTABLISHED,Illinois,2018,0,0,1,3,4,1,3,0
P47,2021,PHASEOUT,Illinois,2016,0,0,1,5,2,1,3,1.3
P48,2021,PHASEOUT,Illinois,2016,0,0,1,5,2,1,3,0.3
P57,2021,PHASEOUT,Illinois,2017,0,0,1,4,4,1,4,0
P60,2021,EXPANSION,Illinois,2018,0,0,1,4,2,2,4,8.3
P61,2021,EXPANSION,Illinois,2018,0,0,1,4,2,2,4,17.1
P73,2021,PHASEOUT,Illinois,2014,0,0,1,,,,4,0.2
P84,2021,INTRODUCTION,Illinois,2019,0,0,1,2,3,4,4,0.1
P86,2021,PHASEOUT,Illinois,2017,0,0,1,3,4,2,4,1.2
P90,2021,ESTABLISHED,Illinois,2017,0,0,1,3,5,4,4,0.3
P95,2021,PHASEOUT,Illinois,2017,0,0,1,1,2,3,4,0.1
P99,2021,PHASEOUT,Illinois,2017,0,0,1,3,4,2,4,1
P102,2021,ESTABLISHED,Illinois,2018,0,0,1,3,4,4,4,4.8
P107,2021,ESTABLISHED,Illinois,2017,0,0,1,3,3,2,4,8.1
P109,2021,ESTABLISHED,Illinois,2018,0,0,1,2,4,3,4,11.5
P110,2021,ESTABLISHED,Illinois,2018,0,0,1,3,4,3,4,26.3
P111,2021,INTRODUCTION,Illinois,2019,0,0,1,1,4,3,4,0.3
P118,2021,PHASEOUT,Illinois,2012,0,0,1,5,5,2,4,1.2
P122,2021,ESTABLISHED,Illinois,2018,0,0,1,,,,4,0.6
P124,2021,INTRODUCTION,Illinois,2019,0,0,1,3,4,1,4,4.1
P125,2021,INTRODUCTION,Illinois,2019,0,0,1,3,4,1,4,25.8
P127,2021,EXPANSION,Illinois,2013,0,0,1,2,3,3,4,23.2
P128,2021,PHASEOUT,Illinois,2013,0,0,1,2,3,3,4,0.5
P129,2021,EXPANSION,Illinois,2014,0,0,0,2,3,3,4,0
P132,2021,INTRODUCTION,Illinois,2019,0,0,1,2,3,2,4,0.9
P136,2021,ESTABLISHED,Illinois,2017,0,0,1,5,4,2,4,1.9
P139,2021,PHASEOUT,Illinois,2013,0,0,1,2,5,3,4,0.5
P145,2021,ESTABLISHED,Illinois,2017,0,0,1,,,,4,12
P147,2021,INTRODUCTION,Illinois,2019,0,0,1,2,4,4,4,0.1
P148,2021,PHASEOUT,Illinois,2014,0,0,1,1,4,4,4,0.2
P153,2021,PHASEOUT,Illinois,2016,0,0,1,2,3,4,4,3.9
P155,2021,INTRODUCTION,Illinois,2019,0,0,1,2,4,3,4,22.4
P156,2021,ESTABLISHED,Illinois,2016,0,0,1,2,5,2,4,5.3
P158,2021,PHASEOUT,Illinois,2016,0,0,1,2,5,2,4,0
P159,2021,EXPANSION,Illinois,2017,0,0,1,2,5,2,4,2.8
P167,2021,EXPANSION,Illinois,2018,0,0,1,4,4,4,4,4.4
P180,2021,PHASEOUT,Illinois,2016,0,0,1,2,2,5,4,0.1
P181,2021,ESTABLISHED,Illinois,2017,0,0,1,3,3,3,4,1.2
P192,2021,INTRODUCTION,Illinois,2019,0,0,1,5,4,3,4,0.3
P193,2021,EXPANSION,Illinois,2017,0,0,1,2,5,3,4,18.5
P194,2021,ESTABLISHED,Illinois,2018,0,0,1,2,5,3,4,5.1
P206,2021,PHASEOUT,Illinois,2013,0,0,1,3,4,5,4,0
P224,2021,EXPANSION,Illinois,2016,0,0,1,3,4,2,5,0.1
P228,2021,EXPANSION,Illinois,2018,0,0,1,3,3,4,5,1.5
P230,2021,INTRODUCTION,Illinois,2019,0,0,1,3,5,3,5,0
P233,2021,ESTABLISHED,Illinois,2017,0,0,1,2,5,5,5,0
P242,2021,PHASEOUT,Illinois,2012,0,0,0,,,,1,0
P243,2021,PHASEOUT,Illinois,2018,0,0,1,2,3,1,1,0
P274,2021,EXPANSION,Illinois,2018,0,0,1,2,5,1,2,0
P281,2021,PHASEOUT,Illinois,2013,0,0,1,3,3,1,2,0
P336,2021,ESTABLISHED,Illinois,2016,0,0,1,5,3,1,3,0
P337,2021,EXPANSION,Illinois,2016,0,0,1,5,3,1,3,0
P8,2022,INTRODUCTION,Illinois,2020,0,0,1,5,1,3,3,0
P10,2022,INTRODUCTION,Illinois,2020,0,0,0,4,4,2,3,0.1
P11,2022,EXPANSION,Illinois,2018,0,0,1,4,4,2,3,0.3
P12,2022,EXPANSION,Illinois,2018,0,0,1,4,4,2,3,0.9
P14,2022,PHASEOUT,Illinois,2013,0,0,1,5,3,1,3,0.5
P23,2022,ESTABLISHED,Illinois,2016,0,0,1,5,2,1,3,2.6
P26,2022,ESTABLISHED,Illinois,2014,0,0,1,5,3,1,3,0
P33,2022,PHASEOUT,Illinois,2018,0,0,1,3,4,1,3,0
P37,2022,INTRODUCTION,Illinois,2020,0,0,1,5,4,4,3,0.1
P47,2022,PHASEOUT,Illinois,2016,0,0,1,5,2,1,3,1.1
P59,2022,INTRODUCTION,Illinois,2020,0,0,0,4,2,2,4,1.7
P60,2022,ESTABLISHED,Illinois,2018,0,0,1,4,2,2,4,5.2
P61,2022,ESTABLISHED,Illinois,2018,0,0,1,4,2,2,4,15.7
P62,2022,INTRODUCTION,Illinois,2020,0,0,0,4,2,2,4,0.2
P63,2022,INTRODUCTION,Illinois,2020,0,0,1,2,4,3,4,0.4
P81,2022,INTRODUCTION,Illinois,2020,0,0,0,3,4,3,4,0.4
P82,2022,INTRODUCTION,Illinois,2020,0,0,1,3,4,3,4,14.8
P86,2022,PHASEOUT,Illinois,2017,0,0,1,3,4,2,4,1.1
P87,2022,INTRODUCTION,Illinois,2020,0,0,1,2,4,3,4,6.3
P88,2022,INTRODUCTION,Illinois,2020,0,1,1,2,4,3,4,0
P99,2022,PHASEOUT,Illinois,2017,0,0,1,3,4,2,4,0
P102,2022,PHASEOUT,Illinois,2018,0,0,1,3,4,4,4,1.9
P107,2022,ESTABLISHED,Illinois,2017,0,0,1,3,3,2,4,5.4
P109,2022,ESTABLISHED,Illinois,2018,0,0,1,2,4,3,4,11.4
P110,2022,ESTABLISHED,Illinois,2018,0,0,1,3,4,3,4,21
P112,2022,INTRODUCTION,Illinois,2020,0,0,1,1,4,3,4,0.1
P115,2022,INTRODUCTION,Illinois,2020,0,0,1,2,2,2,4,0.4
P118,2022,ESTABLISHED,Illinois,2012,0,0,1,5,5,2,4,0.2
P123,2022,INTRODUCTION,Illinois,2020,0,0,0,3,4,1,4,4.2
P124,2022,EXPANSION,Illinois,2019,0,0,1,3,4,1,4,27.7
P125,2022,EXPANSION,Illinois,2019,0,0,1,3,4,1,4,35.8
P127,2022,PHASEOUT,Illinois,2013,0,0,1,2,3,3,4,13.9
P130,2022,PHASEOUT,Illinois,2013,0,1,1,2,3,3,4,0
P132,2022,EXPANSION,Illinois,2019,0,0,1,2,3,2,4,0
P134,2022,INTRODUCTION,Illinois,2020,0,0,1,2,2,3,4,8
P135,2022,INTRODUCTION,Illinois,2020,0,1,1,2,2,3,4,0
P136,2022,PHASEOUT,Illinois,2017,0,0,1,5,4,2,4,1.1
P141,2022,INTRODUCTION,Illinois,2020,0,0,1,2,4,3,4,3.8
P143,2022,INTRODUCTION,Illinois,2020,0,0,1,2,3,3,4,0.1
P145,2022,PHASEOUT,Illinois,2017,0,0,1,,,,4,8.5
P147,2022,INTRODUCTION,Illinois,2019,0,0,1,2,4,4,4,0.5
P148,2022,PHASEOUT,Illinois,2014,0,0,1,1,4,4,4,0.1
P153,2022,PHASEOUT,Illinois,2016,0,0,1,2,3,4,4,1.1
P155,2022,EXPANSION,Illinois,2019,0,0,1,2,4,3,4,25.3
P156,2022,PHASEOUT,Illinois,2016,0,0,1,2,5,2,4,2.4
P159,2022,EXPANSION,Illinois,2017,0,0,1,2,5,2,4,2.1
P167,2022,ESTABLISHED,Illinois,2018,0,0,1,4,4,4,4,1.2
P181,2022,PHASEOUT,Illinois,2017,0,0,1,3,3,3,4,0.2
P192,2022,EXPANSION,Illinois,2019,0,0,1,5,4,3,4,1.8
P193,2022,EXPANSION,Illinois,2017,0,0,1,2,5,3,4,11.5
P195,2022,INTRODUCTION,Illinois,2020,0,0,1,2,5,3,4,7.7
P209,2022,INTRODUCTION,Illinois,2020,0,0,1,1,4,4,4,0.9
P228,2022,PHASEOUT,Illinois,2018,0,0,1,3,3,4,5,0.2
P243,2022,PHASEOUT,Illinois,2018,0,0,1,2,3,1,1,0
P253,2022,PHASEOUT,Illinois,2018,0,0,1,2,5,1,1,0
P336,2022,ESTABLISHED,Illinois,2016,0,0,1,5,3,1,3,0
P337,2022,PHASEOUT,Illinois,2016,0,0,1,5,3,1,3,0
P7,2023,INTRODUCTION,Illinois,2020,0,0,1,5,1,3,3,0.1
P8,2023,INTRODUCTION,Illinois,2020,0,0,1,5,1,3,3,0.9
P10,2023,INTRODUCTION,Illinois,2020,0,0,0,4,4,2,3,0.2
P11,2023,EXPANSION,Illinois,2018,0,0,1,4,4,2,3,0.1
P23,2023,ESTABLISHED,Illinois,2016,0,0,1,5,2,1,3,0.9
P37,2023,INTRODUCTION,Illinois,2020,0,0,1,5,4,4,3,2.4
P47,2023,PHASEOUT,Illinois,2016,0,0,1,5,2,1,3,0
P59,2023,INTRODUCTION,Illinois,2020,0,0,0,4,2,2,4,1
P60,2023,ESTABLISHED,Illinois,2018,0,0,1,4,2,2,4,2.8
P61,2023,ESTABLISHED,Illinois,2018,0,0,1,4,2,2,4,9.3
P62,2023,INTRODUCTION,Illinois,2020,0,0,0,4,2,2,4,0.1
P63,2023,INTRODUCTION,Illinois,2020,0,0,1,2,4,3,4,0.2
P81,2023,INTRODUCTION,Illinois,2020,0,0,0,3,4,3,4,2.8
P82,2023,INTRODUCTION,Illinois,2020,0,0,1,3,4,3,4,34.9
P87,2023,INTRODUCTION,Illinois,2020,0,0,1,2,4,3,4,26.9
P102,2023,PHASEOUT,Illinois,2018,0,0,1,3,4,4,4,0.1
P107,2023,ESTABLISHED,Illinois,2017,0,0,1,3,3,2,4,2.9
P109,2023,ESTABLISHED,Illinois,2018,0,0,1,2,4,3,4,1.5
P110,2023,ESTABLISHED,Illinois,2018,0,0,1,3,4,3,4,12.1
P115,2023,INTRODUCTION,Illinois,2020,0,0,1,2,2,2,4,0.1
P123,2023,INTRODUCTION,Illinois,2020,0,0,0,3,4,1,4,4
P124,2023,EXPANSION,Illinois,2019,0,0,1,3,4,1,4,15.5
P125,2023,EXPANSION,Illinois,2019,0,0,1,3,4,1,4,22.7
P127,2023,PHASEOUT,Illinois,2013,0,0,1,2,3,3,4,5.3
P134,2023,INTRODUCTION,Illinois,2020,0,0,1,2,2,3,4,32.3
P136,2023,PHASEOUT,Illinois,2017,0,0,1,5,4,2,4,0
P141,2023,INTRODUCTION,Illinois,2020,0,0,1,2,4,3,4,29.1
P147,2023,INTRODUCTION,Illinois,2019,0,0,1,2,4,4,4,0.3
P155,2023,EXPANSION,Illinois,2019,0,0,1,2,4,3,4,8.6
P156,2023,PHASEOUT,Illinois,2016,0,0,1,2,5,2,4,1.1
P159,2023,EXPANSION,Illinois,2017,0,0,1,2,5,2,4,0.3
P167,2023,ESTABLISHED,Illinois,2018,0,0,1,4,4,4,4,0.1
P192,2023,EXPANSION,Illinois,2019,0,0,1,5,4,3,4,2.4
P193,2023,EXPANSION,Illinois,2017,0,0,1,2,5,3,4,3.3
P195,2023,INTRODUCTION,Illinois,2020,0,0,1,2,5,3,4,3.9
P209,2023,INTRODUCTION,Illinois,2020,0,0,1,1,4,4,4,1.6
P236,2023,ESTABLISHED,Illinois,2017,0,0,0,2,4,1,1,0
P239,2023,ESTABLISHED,Illinois,2008,0,0,0,1,4,1,1,0
P7,2024,ESTABLISHED,Illinois,2020,0,0,1,5,1,3,3,0.1
P8,2024,ESTABLISHED,Illinois,2020,0,0,1,5,1,3,3,0.6
P23,2024,EXPANSION,Illinois,2016,0,0,1,5,2,1,3,0.7
P36,2024,INTRODUCTION,Illinois,2022,0,0,1,3,3,3,3,0
P37,2024,ESTABLISHED,Illinois,2020,0,0,1,5,4,4,3,1.3
P43,2024,EXPANSION,Illinois,2021,0,0,1,2,4,3,3,3.9
P45,2024,INTRODUCTION,Illinois,2022,0,0,1,4,4,2,3,0.2
P60,2024,ESTABLISHED,Illinois,2018,0,0,1,4,2,2,4,1.8
P61,2024,ESTABLISHED,Illinois,2018,0,0,1,4,2,2,4,6
P69,2024,INTRODUCTION,Illinois,2022,0,0,1,4,4,3,4,3.3
P76,2024,EXPANSION,Illinois,2021,0,0,1,3,5,3,4,0.7
P82,2024,ESTABLISHED,Illinois,2020,0,0,1,3,4,3,4,25.2
P87,2024,ESTABLISHED,Illinois,2020,0,0,1,2,4,3,4,10.2
P96,2024,EXPANSION,Illinois,2021,0,0,1,2,4,3,4,41
P97,2024,INTRODUCTION,Illinois,2022,0,0,1,2,4,3,4,19
P107,2024,PHASEOUT,Illinois,2017,0,0,1,3,3,2,4,0.3
P109,2024,ESTABLISHED,Illinois,2018,0,0,1,2,4,3,4,0.2
P110,2024,EXPANSION,Illinois,2018,0,0,1,3,4,3,4,9.8
P120,2024,EXPANSION,Illinois,2021,0,0,1,3,4,3,4,7.2
P124,2024,PHASEOUT,Illinois,2019,0,0,1,3,4,1,4,4.7
P125,2024,ESTABLISHED,Illinois,2019,0,0,1,3,4,1,4,8.6
P127,2024,PHASEOUT,Illinois,2013,0,0,1,2,3,3,4,3.5
P131,2024,INTRODUCTION,Illinois,2022,0,0,1,3,3,3,4,1.6
P134,2024,ESTABLISHED,Illinois,2020,0,0,1,2,2,3,4,36.6
P141,2024,ESTABLISHED,Illinois,2020,0,0,1,2,4,3,4,24
P146,2024,INTRODUCTION,Illinois,2022,0,0,1,4,4,2,4,1.1
P149,2024,INTRODUCTION,Illinois,2022,0,0,0,2,3,3,4,0.6
P151,2024,INTRODUCTION,Illinois,2022,0,0,1,5,4,3,4,3.5
P155,2024,PHASEOUT,Illinois,2019,0,0,1,2,4,3,4,2
P156,2024,PHASEOUT,Illinois,2016,0,0,1,2,5,2,4,0.1
P159,2024,ESTABLISHED,Illinois,2017,0,0,1,2,5,2,4,0.1
P175,2024,INTRODUCTION,Illinois,2022,0,0,1,,5,4,4,0
P184,2024,INTRODUCTION,Illinois,2022,0,0,1,2,3,2,4,16
P189,2024,EXPANSION,Illinois,2021,0,0,1,1,3,3,4,1.1
P192,2024,PHASEOUT,Illinois,2019,0,0,1,5,4,3,4,0.7
P195,2024,PHASEOUT,Illinois,2020,0,0,1,2,5,3,4,0.5
P198,2024,INTRODUCTION,Illinois,2022,0,0,1,4,4,2,4,7.9
P202,2024,EXPANSION,Illinois,2021,0,1,1,2,3,3,4,0.4
P209,2024,ESTABLISHED,Illinois,2020,0,0,1,1,4,4,4,0.2
P211,2024,EXPANSION,Illinois,2021,0,1,1,3,4,3,4,35.2
P335,2024,EXPANSION,Illinois,2021,0,0,1,3,4,3,3,0
P8,2025,PHASEOUT,Illinois,2020,0,0,1,5,1,3,3,0.2
P23,2025,PHASEOUT,Illinois,2016,0,0,1,5,2,1,3,0.1
P24,2025,INTRODUCTION,Illinois,2023,1,0,1,5,4,3,3,0
P30,2025,PHASEOUT,Illinois,2020,0,0,1,4,4,2,3,0.2
P37,2025,PHASEOUT,Illinois,2020,0,0,1,5,4,4,3,0.2
P43,2025,PHASEOUT,Illinois,2021,0,0,1,2,4,3,3,3.5
P46,2025,EXPANSION,Illinois,2022,1,0,1,4,4,2,3,0.1
P55,2025,INTRODUCTION,Illinois,2023,1,0,1,2,5,3,4,0.4
P60,2025,PHASEOUT,Illinois,2018,0,0,1,4,2,2,4,0.4
P61,2025,PHASEOUT,Illinois,2018,0,0,1,4,2,2,4,0.9
P75,2025,INTRODUCTION,Illinois,2023,1,0,1,4,4,3,4,3.3
P76,2025,PHASEOUT,Illinois,2021,0,0,1,3,5,3,4,0.6
P82,2025,PHASEOUT,Illinois,2020,0,0,1,3,4,3,4,11.9
